date,Value
2021-12-01 00:00:00,-0.20470765948471295
2021-12-01 01:00:00,0.3765895083151918
2021-12-01 02:00:00,-0.3311439608991422
2021-12-01 03:00:00,-0.7213022847970612
2021-12-01 04:00:00,1.6051294301041836
2021-12-01 05:00:00,2.195970548025082
2021-12-01 06:00:00,1.1908931507562588
2021-12-01 07:00:00,0.8771927282083318
2021-12-01 08:00:00,1.2076189317160047
2021-12-01 09:00:00,1.8502442022442844
2021-12-01 10:00:00,1.932311458705147
2021-12-01 11:00:00,-0.33006537975968997
2021-12-01 12:00:00,0.10995894355227903
2021-12-01 13:00:00,0.28389235071145547
2021-12-01 14:00:00,1.4948630105211773
2021-12-01 15:00:00,1.6338608458521775
2021-12-01 16:00:00,-1.1847068867343087
2021-12-01 17:00:00,-0.9641959805074087
2021-12-01 18:00:00,1.1869273192711662
2021-12-01 19:00:00,0.1548939238000112
2021-12-01 20:00:00,-0.4622944836216572
2021-12-01 21:00:00,0.2458377686014709
2021-12-01 22:00:00,3.3718628037314904
2021-12-01 23:00:00,0.6647038775101484
2021-12-02 00:00:00,-0.24473536428569298
2021-12-02 01:00:00,0.0017535935305612455
2021-12-02 02:00:00,0.303490358677792
2021-12-02 03:00:00,0.6755172474893125
2021-12-02 04:00:00,0.33869890151998916
2021-12-02 05:00:00,1.5131592443741269
2021-12-02 06:00:00,0.04303563709068026
2021-12-02 07:00:00,-0.8096357203085738
2021-12-02 08:00:00,-2.7750495141110316
2021-12-02 09:00:00,-3.2482855456062505
2021-12-02 10:00:00,-2.484900171234874
2021-12-02 11:00:00,-0.6823047925894028
2021-12-02 12:00:00,-1.607086887988394
2021-12-02 13:00:00,-0.6837163193336456
2021-12-02 14:00:00,-1.4053706077203636
2021-12-02 15:00:00,-0.3698025882525105
2021-12-02 16:00:00,-2.544320101509937
2021-12-02 17:00:00,-1.471703006090636
2021-12-02 18:00:00,-2.2778470309194296
2021-12-02 19:00:00,-2.1096594277188974
2021-12-02 20:00:00,-2.3618599648303453
2021-12-02 21:00:00,-0.8945802354010175
2021-12-02 22:00:00,-0.06930600676313148
2021-12-02 23:00:00,-0.7885395381714628
2021-12-03 00:00:00,-0.06298411889121236
2021-12-03 01:00:00,1.318250155053179
2021-12-03 02:00:00,0.729001766357341
2021-12-03 03:00:00,0.6111749931608985
2021-12-03 04:00:00,0.2937258955093671
2021-12-03 05:00:00,1.151674538541763
2021-12-03 06:00:00,1.9030318830565156
2021-12-03 07:00:00,0.03225438378320844
2021-12-03 08:00:00,-1.5329792463928453
2021-12-03 09:00:00,-0.7443050245382502
2021-12-03 10:00:00,0.38621063274645423
2021-12-03 11:00:00,-0.46741901135134023
2021-12-03 12:00:00,0.628870576854377
2021-12-03 13:00:00,0.30440338633844327
2021-12-03 14:00:00,0.20221104907340492
2021-12-03 15:00:00,0.771321118886956
2021-12-03 16:00:00,1.2386255916835216
2021-12-03 17:00:00,-0.3365560564526535
2021-12-03 18:00:00,-0.19177134891815756
2021-12-03 19:00:00,-2.400119553256221
2021-12-03 20:00:00,-1.8525286180890057
2021-12-03 21:00:00,-2.1445662856256416
2021-12-03 22:00:00,-2.4048928504961435
2021-12-03 23:00:00,-0.12782373515309065
2021-12-04 00:00:00,0.6597296377213796
2021-12-04 01:00:00,1.0198666716698492
2021-12-04 02:00:00,1.5114767783287135
2021-12-04 03:00:00,0.2526509978040121
2021-12-04 04:00:00,-0.4959487261576394
2021-12-04 05:00:00,-1.1691429710918304
2021-12-04 06:00:00,-1.3107849782067442
2021-12-04 07:00:00,-0.4324969432681953
2021-12-04 08:00:00,-0.16493237071320968
2021-12-04 09:00:00,-1.2401856516693288
2021-12-04 10:00:00,0.19661411005595864
2021-12-04 11:00:00,0.5319166606821008
2021-12-04 12:00:00,1.276695276344663
2021-12-04 13:00:00,2.4632228495183623
2021-12-04 14:00:00,0.23409317704872612
2021-12-04 15:00:00,0.967637687261276
2021-12-04 16:00:00,0.35224124241860866
2021-12-04 17:00:00,1.0885347732516202
2021-12-04 18:00:00,0.7324780670620369
2021-12-04 19:00:00,2.5357004712209728
2021-12-04 20:00:00,1.1529220310276445
2021-12-04 21:00:00,2.580158377930358
2021-12-04 22:00:00,1.3196893412794641
2021-12-04 23:00:00,1.455097826501057
2021-12-05 00:00:00,0.8456586669410783
2021-12-05 01:00:00,-0.3257022150211944
2021-12-05 02:00:00,0.42211863034175334
2021-12-05 03:00:00,0.3637358879708421
2021-12-05 04:00:00,-1.383789349830761
2021-12-05 05:00:00,-1.2544348629901059
2021-12-05 06:00:00,-0.6598815706538866
2021-12-05 07:00:00,-1.2589469875612953
2021-12-05 08:00:00,-1.1120461394411452
2021-12-05 09:00:00,-0.592286915821988
2021-12-05 10:00:00,0.7992466022284488
2021-12-05 11:00:00,1.3805517786015313
2021-12-05 12:00:00,0.10078820309728387
2021-12-05 13:00:00,1.6320941957440964
2021-12-05 14:00:00,0.2873122717485921
